Codigo_UF,Nome_UF,Código Município Completo,Nome_Município,MUNICIPIO,SIGLA_UF
11,Rondônia,1100015,Alta Floresta D'Oeste,ALTA FLORESTA DOESTE,RO
11,Rondônia,1100379,Alto Alegre dos Parecis,ALTO ALEGRE DOS PARECIS,RO
11,Rondônia,1100403,Alto Paraíso,ALTO PARAISO,RO
11,Rondônia,1100346,Alvorada D'Oeste,ALVORADA DOESTE,RO
11,Rondônia,1100023,Ariquemes,ARIQUEMES,RO
11,Rondônia,1100452,Buritis,BURITIS,RO
11,Rondônia,1100031,Cabixi,CABIXI,RO
11,Rondônia,1100601,Cacaulândia,CACAULANDIA,RO
11,Rondônia,1100049,Cacoal,CACOAL,RO
11,Rondônia,1100700,Campo Novo de Rondônia,CAMPO NOVO DE RONDONIA,RO
11,Rondônia,1100809,Candeias do Jamari,CANDEIAS DO JAMARI,RO
11,Rondônia,1100908,Castanheiras,CASTANHEIRAS,RO
11,Rondônia,1100056,Cerejeiras,CEREJEIRAS,RO
11,Rondônia,1100924,Chupinguaia,CHUPINGUAIA,RO
11,Rondônia,1100064,Colorado do Oeste,COLORADO DO OESTE,RO
11,Rondônia,1100072,Corumbiara,CORUMBIARA,RO
11,Rondônia,1100080,Costa Marques,COSTA MARQUES,RO
11,Rondônia,1100940,Cujubim,CUJUBIM,RO
11,Rondônia,1100098,Espigão D'Oeste,ESPIGAO DOESTE,RO
11,Rondônia,1101005,Governador Jorge Teixeira,GOVERNADOR JORGE TEIXEIRA,RO
11,Rondônia,1100106,Guajará-Mirim,GUAJARAMIRIM,RO
11,Rondônia,1101104,Itapuã do Oeste,ITAPUA DO OESTE,RO
11,Rondônia,1100114,Jaru,JARU,RO
11,Rondônia,1100122,Ji-Paraná,JIPARANA,RO
11,Rondônia,1100130,Machadinho D'Oeste,MACHADINHO DOESTE,RO
11,Rondônia,1101203,Ministro Andreazza,MINISTRO ANDREAZZA,RO
11,Rondônia,1101302,Mirante da Serra,MIRANTE DA SERRA,RO
11,Rondônia,1101401,Monte Negro,MONTE NEGRO,RO
11,Rondônia,1100148,Nova Brasilândia D'Oeste,NOVA BRASILANDIA DOESTE,RO
11,Rondônia,1100338,Nova Mamoré,NOVA MAMORE,RO
11,Rondônia,1101435,Nova União,NOVA UNIAO,RO
11,Rondônia,1100502,Novo Horizonte do Oeste,NOVO HORIZONTE DO OESTE,RO
11,Rondônia,1100155,Ouro Preto do Oeste,OURO PRETO DO OESTE,RO
11,Rondônia,1101450,Parecis,PARECIS,RO
11,Rondônia,1100189,Pimenta Bueno,PIMENTA BUENO,RO
11,Rondônia,1101468,Pimenteiras do Oeste,PIMENTEIRAS DO OESTE,RO
11,Rondônia,1100205,Porto Velho,PORTO VELHO,RO
11,Rondônia,1100254,Presidente Médici,PRESIDENTE MEDICI,RO
11,Rondônia,1101476,Primavera de Rondônia,PRIMAVERA DE RONDONIA,RO
11,Rondônia,1100262,Rio Crespo,RIO CRESPO,RO
11,Rondônia,1100288,Rolim de Moura,ROLIM DE MOURA,RO
11,Rondônia,1100296,Santa Luzia D'Oeste,SANTA LUZIA DOESTE,RO
11,Rondônia,1101484,São Felipe D'Oeste,SAO FELIPE DOESTE,RO
11,Rondônia,1101492,São Francisco do Guaporé,SAO FRANCISCO DO GUAPORE,RO
11,Rondônia,1100320,São Miguel do Guaporé,SAO MIGUEL DO GUAPORE,RO
11,Rondônia,1101500,Seringueiras,SERINGUEIRAS,RO
11,Rondônia,1101559,Teixeirópolis,TEIXEIROPOLIS,RO
11,Rondônia,1101609,Theobroma,THEOBROMA,RO
11,Rondônia,1101708,Urupá,URUPA,RO
11,Rondônia,1101757,Vale do Anari,VALE DO ANARI,RO
11,Rondônia,1101807,Vale do Paraíso,VALE DO PARAISO,RO
11,Rondônia,1100304,Vilhena,VILHENA,RO
12,Acre,1200013,Acrelândia,ACRELANDIA,AC
12,Acre,1200054,Assis Brasil,ASSIS BRASIL,AC
12,Acre,1200104,Brasiléia,BRASILEIA,AC
12,Acre,1200138,Bujari,BUJARI,AC
12,Acre,1200179,Capixaba,CAPIXABA,AC
12,Acre,1200203,Cruzeiro do Sul,CRUZEIRO DO SUL,AC
12,Acre,1200252,Epitaciolândia,EPITACIOLANDIA,AC
12,Acre,1200302,Feijó,FEIJO,AC
12,Acre,1200328,Jordão,JORDAO,AC
12,Acre,1200336,Mâncio Lima,MANCIO LIMA,AC
12,Acre,1200344,Manoel Urbano,MANOEL URBANO,AC
12,Acre,1200351,Marechal Thaumaturgo,MARECHAL THAUMATURGO,AC
12,Acre,1200385,Plácido de Castro,PLACIDO DE CASTRO,AC
12,Acre,1200807,Porto Acre,PORTO ACRE,AC
12,Acre,1200393,Porto Walter,PORTO WALTER,AC
12,Acre,1200401,Rio Branco,RIO BRANCO,AC
12,Acre,1200427,Rodrigues Alves,RODRIGUES ALVES,AC
12,Acre,1200435,Santa Rosa do Purus,SANTA ROSA DO PURUS,AC
12,Acre,1200500,Sena Madureira,SENA MADUREIRA,AC
12,Acre,1200450,Senador Guiomard,SENADOR GUIOMARD,AC
12,Acre,1200609,Tarauacá,TARAUACA,AC
12,Acre,1200708,Xapuri,XAPURI,AC
13,Amazonas,1300029,Alvarães,ALVARAES,AM
13,Amazonas,1300060,Amaturá,AMATURA,AM
13,Amazonas,1300086,Anamã,ANAMA,AM
13,Amazonas,1300102,Anori,ANORI,AM
13,Amazonas,1300144,Apuí,APUI,AM
13,Amazonas,1300201,Atalaia do Norte,ATALAIA DO NORTE,AM
13,Amazonas,1300300,Autazes,AUTAZES,AM
13,Amazonas,1300409,Barcelos,BARCELOS,AM
13,Amazonas,1300508,Barreirinha,BARREIRINHA,AM
13,Amazonas,1300607,Benjamin Constant,BENJAMIN CONSTANT,AM
13,Amazonas,1300631,Beruri,BERURI,AM
13,Amazonas,1300680,Boa Vista do Ramos,BOA VISTA DO RAMOS,AM
13,Amazonas,1300706,Boca do Acre,BOCA DO ACRE,AM
13,Amazonas,1300805,Borba,BORBA,AM
13,Amazonas,1300839,Caapiranga,CAAPIRANGA,AM
13,Amazonas,1300904,Canutama,CANUTAMA,AM
13,Amazonas,1301001,Carauari,CARAUARI,AM
13,Amazonas,1301100,Careiro,CAREIRO,AM
13,Amazonas,1301159,Careiro da Várzea,CAREIRO DA VARZEA,AM
13,Amazonas,1301209,Coari,COARI,AM
13,Amazonas,1301308,Codajás,CODAJAS,AM
13,Amazonas,1301407,Eirunepé,EIRUNEPE,AM
13,Amazonas,1301506,Envira,ENVIRA,AM
13,Amazonas,1301605,Fonte Boa,FONTE BOA,AM
13,Amazonas,1301654,Guajará,GUAJARA,AM
13,Amazonas,1301704,Humaitá,HUMAITA,AM
13,Amazonas,1301803,Ipixuna,IPIXUNA,AM
13,Amazonas,1301852,Iranduba,IRANDUBA,AM
13,Amazonas,1301902,Itacoatiara,ITACOATIARA,AM
13,Amazonas,1301951,Itamarati,ITAMARATI,AM
13,Amazonas,1302009,Itapiranga,ITAPIRANGA,AM
13,Amazonas,1302108,Japurá,JAPURA,AM
13,Amazonas,1302207,Juruá,JURUA,AM
13,Amazonas,1302306,Jutaí,JUTAI,AM
13,Amazonas,1302405,Lábrea,LABREA,AM
13,Amazonas,1302504,Manacapuru,MANACAPURU,AM
13,Amazonas,1302553,Manaquiri,MANAQUIRI,AM
13,Amazonas,1302603,Manaus,MANAUS,AM
13,Amazonas,1302702,Manicoré,MANICORE,AM
13,Amazonas,1302801,Maraã,MARAA,AM
13,Amazonas,1302900,Maués,MAUES,AM
13,Amazonas,1303007,Nhamundá,NHAMUNDA,AM
13,Amazonas,1303106,Nova Olinda do Norte,NOVA OLINDA DO NORTE,AM
13,Amazonas,1303205,Novo Airão,NOVO AIRAO,AM
13,Amazonas,1303304,Novo Aripuanã,NOVO ARIPUANA,AM
13,Amazonas,1303403,Parintins,PARINTINS,AM
13,Amazonas,1303502,Pauini,PAUINI,AM
13,Amazonas,1303536,Presidente Figueiredo,PRESIDENTE FIGUEIREDO,AM
13,Amazonas,1303569,Rio Preto da Eva,RIO PRETO DA EVA,AM
13,Amazonas,1303601,Santa Isabel do Rio Negro,SANTA ISABEL DO RIO NEGRO,AM
13,Amazonas,1303700,Santo Antônio do Içá,SANTO ANTONIO DO ICA,AM
13,Amazonas,1303809,São Gabriel da Cachoeira,SAO GABRIEL DA CACHOEIRA,AM
13,Amazonas,1303908,São Paulo de Olivença,SAO PAULO DE OLIVENCA,AM
13,Amazonas,1303957,São Sebastião do Uatumã,SAO SEBASTIAO DO UATUMA,AM
13,Amazonas,1304005,Silves,SILVES,AM
13,Amazonas,1304062,Tabatinga,TABATINGA,AM
13,Amazonas,1304104,Tapauá,TAPAUA,AM
13,Amazonas,1304203,Tefé,TEFE,AM
13,Amazonas,1304237,Tonantins,TONANTINS,AM
13,Amazonas,1304260,Uarini,UARINI,AM
13,Amazonas,1304302,Urucará,URUCARA,AM
13,Amazonas,1304401,Urucurituba,URUCURITUBA,AM
14,Roraima,1400050,Alto Alegre,ALTO ALEGRE,RR
14,Roraima,1400027,Amajari,AMAJARI,RR
14,Roraima,1400100,Boa Vista,BOA VISTA,RR
14,Roraima,1400159,Bonfim,BONFIM,RR
14,Roraima,1400175,Cantá,CANTA,RR
14,Roraima,1400209,Caracaraí,CARACARAI,RR
14,Roraima,1400233,Caroebe,CAROEBE,RR
14,Roraima,1400282,Iracema,IRACEMA,RR
14,Roraima,1400308,Mucajaí,MUCAJAI,RR
14,Roraima,1400407,Normandia,NORMANDIA,RR
14,Roraima,1400456,Pacaraima,PACARAIMA,RR
14,Roraima,1400472,Rorainópolis,RORAINOPOLIS,RR
14,Roraima,1400506,São João da Baliza,SAO JOAO DA BALIZA,RR
14,Roraima,1400605,São Luiz,SAO LUIZ,RR
14,Roraima,1400704,Uiramutã,UIRAMUTA,RR
15,Pará,1500107,Abaetetuba,ABAETETUBA,PA
15,Pará,1500131,Abel Figueiredo,ABEL FIGUEIREDO,PA
15,Pará,1500206,Acará,ACARA,PA
15,Pará,1500305,Afuá,AFUA,PA
15,Pará,1500347,Água Azul do Norte,AGUA AZUL DO NORTE,PA
15,Pará,1500404,Alenquer,ALENQUER,PA
15,Pará,1500503,Almeirim,ALMEIRIM,PA
15,Pará,1500602,Altamira,ALTAMIRA,PA
15,Pará,1500701,Anajás,ANAJAS,PA
15,Pará,1500800,Ananindeua,ANANINDEUA,PA
15,Pará,1500859,Anapu,ANAPU,PA
15,Pará,1500909,Augusto Corrêa,AUGUSTO CORREA,PA
15,Pará,1500958,Aurora do Pará,AURORA DO PARA,PA
15,Pará,1501006,Aveiro,AVEIRO,PA
15,Pará,1501105,Bagre,BAGRE,PA
15,Pará,1501204,Baião,BAIAO,PA
15,Pará,1501253,Bannach,BANNACH,PA
15,Pará,1501303,Barcarena,BARCARENA,PA
15,Pará,1501402,Belém,BELEM,PA
15,Pará,1501451,Belterra,BELTERRA,PA
15,Pará,1501501,Benevides,BENEVIDES,PA
15,Pará,1501576,Bom Jesus do Tocantins,BOM JESUS DO TOCANTINS,PA
15,Pará,1501600,Bonito,BONITO,PA
15,Pará,1501709,Bragança,BRAGANCA,PA
15,Pará,1501725,Brasil Novo,BRASIL NOVO,PA
15,Pará,1501758,Brejo Grande do Araguaia,BREJO GRANDE DO ARAGUAIA,PA
15,Pará,1501782,Breu Branco,BREU BRANCO,PA
15,Pará,1501808,Breves,BREVES,PA
15,Pará,1501907,Bujaru,BUJARU,PA
15,Pará,1502004,Cachoeira do Arari,CACHOEIRA DO ARARI,PA
15,Pará,1501956,Cachoeira do Piriá,CACHOEIRA DO PIRIA,PA
15,Pará,1502103,Cametá,CAMETA,PA
15,Pará,1502152,Canaã dos Carajás,CANAA DOS CARAJAS,PA
15,Pará,1502202,Capanema,CAPANEMA,PA
15,Pará,1502301,Capitão Poço,CAPITAO POCO,PA
15,Pará,1502400,Castanhal,CASTANHAL,PA
15,Pará,1502509,Chaves,CHAVES,PA
15,Pará,1502608,Colares,COLARES,PA
15,Pará,1502707,Conceição do Araguaia,CONCEICAO DO ARAGUAIA,PA
15,Pará,1502756,Concórdia do Pará,CONCORDIA DO PARA,PA
15,Pará,1502764,Cumaru do Norte,CUMARU DO NORTE,PA
15,Pará,1502772,Curionópolis,CURIONOPOLIS,PA
15,Pará,1502806,Curralinho,CURRALINHO,PA
15,Pará,1502855,Curuá,CURUA,PA
15,Pará,1502905,Curuçá,CURUCA,PA
15,Pará,1502939,Dom Eliseu,DOM ELISEU,PA
15,Pará,1502954,Eldorado do Carajás,ELDORADO DO CARAJAS,PA
15,Pará,1503002,Faro,FARO,PA
15,Pará,1503044,Floresta do Araguaia,FLORESTA DO ARAGUAIA,PA
15,Pará,1503077,Garrafão do Norte,GARRAFAO DO NORTE,PA
15,Pará,1503093,Goianésia do Pará,GOIANESIA DO PARA,PA
15,Pará,1503101,Gurupá,GURUPA,PA
15,Pará,1503200,Igarapé-Açu,IGARAPEACU,PA
15,Pará,1503309,Igarapé-Miri,IGARAPEMIRI,PA
15,Pará,1503408,Inhangapi,INHANGAPI,PA
15,Pará,1503457,Ipixuna do Pará,IPIXUNA DO PARA,PA
15,Pará,1503507,Irituia,IRITUIA,PA
15,Pará,1503606,Itaituba,ITAITUBA,PA
15,Pará,1503705,Itupiranga,ITUPIRANGA,PA
15,Pará,1503754,Jacareacanga,JACAREACANGA,PA
15,Pará,1503804,Jacundá,JACUNDA,PA
15,Pará,1503903,Juruti,JURUTI,PA
15,Pará,1504000,Limoeiro do Ajuru,LIMOEIRO DO AJURU,PA
15,Pará,1504059,Mãe do Rio,MAE DO RIO,PA
15,Pará,1504109,Magalhães Barata,MAGALHAES BARATA,PA
15,Pará,1504208,Marabá,MARABA,PA
15,Pará,1504307,Maracanã,MARACANA,PA
15,Pará,1504406,Marapanim,MARAPANIM,PA
15,Pará,1504422,Marituba,MARITUBA,PA
15,Pará,1504455,Medicilândia,MEDICILANDIA,PA
15,Pará,1504505,Melgaço,MELGACO,PA
15,Pará,1504604,Mocajuba,MOCAJUBA,PA
15,Pará,1504703,Moju,MOJU,PA
15,Pará,1504752,Mojuí dos Campos,MOJUI DOS CAMPOS,PA
15,Pará,1504802,Monte Alegre,MONTE ALEGRE,PA
15,Pará,1504901,Muaná,MUANA,PA
15,Pará,1504950,Nova Esperança do Piriá,NOVA ESPERANCA DO PIRIA,PA
15,Pará,1504976,Nova Ipixuna,NOVA IPIXUNA,PA
15,Pará,1505007,Nova Timboteua,NOVA TIMBOTEUA,PA
15,Pará,1505031,Novo Progresso,NOVO PROGRESSO,PA
15,Pará,1505064,Novo Repartimento,NOVO REPARTIMENTO,PA
15,Pará,1505106,Óbidos,OBIDOS,PA
15,Pará,1505205,Oeiras do Pará,OEIRAS DO PARA,PA
15,Pará,1505304,Oriximiná,ORIXIMINA,PA
15,Pará,1505403,Ourém,OUREM,PA
15,Pará,1505437,Ourilândia do Norte,OURILANDIA DO NORTE,PA
15,Pará,1505486,Pacajá,PACAJA,PA
15,Pará,1505494,Palestina do Pará,PALESTINA DO PARA,PA
15,Pará,1505502,Paragominas,PARAGOMINAS,PA
15,Pará,1505536,Parauapebas,PARAUAPEBAS,PA
15,Pará,1505551,Pau D'Arco,PAU DARCO,PA
15,Pará,1505601,Peixe-Boi,PEIXEBOI,PA
15,Pará,1505635,Piçarra,PICARRA,PA
15,Pará,1505650,Placas,PLACAS,PA
15,Pará,1505700,Ponta de Pedras,PONTA DE PEDRAS,PA
15,Pará,1505809,Portel,PORTEL,PA
15,Pará,1505908,Porto de Moz,PORTO DE MOZ,PA
15,Pará,1506005,Prainha,PRAINHA,PA
15,Pará,1506104,Primavera,PRIMAVERA,PA
15,Pará,1506112,Quatipuru,QUATIPURU,PA
15,Pará,1506138,Redenção,REDENCAO,PA
15,Pará,1506161,Rio Maria,RIO MARIA,PA
15,Pará,1506187,Rondon do Pará,RONDON DO PARA,PA
15,Pará,1506195,Rurópolis,RUROPOLIS,PA
15,Pará,1506203,Salinópolis,SALINOPOLIS,PA
15,Pará,1506302,Salvaterra,SALVATERRA,PA
15,Pará,1506351,Santa Bárbara do Pará,SANTA BARBARA DO PARA,PA
15,Pará,1506401,Santa Cruz do Arari,SANTA CRUZ DO ARARI,PA
15,Pará,1506500,Santa Izabel do Pará,SANTA IZABEL DO PARA,PA
15,Pará,1506559,Santa Luzia do Pará,SANTA LUZIA DO PARA,PA
15,Pará,1506583,Santa Maria das Barreiras,SANTA MARIA DAS BARREIRAS,PA
15,Pará,1506609,Santa Maria do Pará,SANTA MARIA DO PARA,PA
15,Pará,1506708,Santana do Araguaia,SANTANA DO ARAGUAIA,PA
15,Pará,1506807,Santarém,SANTAREM,PA
15,Pará,1506906,Santarém Novo,SANTAREM NOVO,PA
15,Pará,1507003,Santo Antônio do Tauá,SANTO ANTONIO DO TAUA,PA
15,Pará,1507102,São Caetano de Odivelas,SAO CAETANO DE ODIVELAS,PA
15,Pará,1507151,São Domingos do Araguaia,SAO DOMINGOS DO ARAGUAIA,PA
15,Pará,1507201,São Domingos do Capim,SAO DOMINGOS DO CAPIM,PA
15,Pará,1507300,São Félix do Xingu,SAO FELIX DO XINGU,PA
15,Pará,1507409,São Francisco do Pará,SAO FRANCISCO DO PARA,PA
15,Pará,1507458,São Geraldo do Araguaia,SAO GERALDO DO ARAGUAIA,PA
15,Pará,1507466,São João da Ponta,SAO JOAO DA PONTA,PA
15,Pará,1507474,São João de Pirabas,SAO JOAO DE PIRABAS,PA
15,Pará,1507508,São João do Araguaia,SAO JOAO DO ARAGUAIA,PA
15,Pará,1507607,São Miguel do Guamá,SAO MIGUEL DO GUAMA,PA
15,Pará,1507706,São Sebastião da Boa Vista,SAO SEBASTIAO DA BOA VISTA,PA
15,Pará,1507755,Sapucaia,SAPUCAIA,PA
15,Pará,1507805,Senador José Porfírio,SENADOR JOSE PORFIRIO,PA
15,Pará,1507904,Soure,SOURE,PA
15,Pará,1507953,Tailândia,TAILANDIA,PA
15,Pará,1507961,Terra Alta,TERRA ALTA,PA
15,Pará,1507979,Terra Santa,TERRA SANTA,PA
15,Pará,1508001,Tomé-Açu,TOMEACU,PA
15,Pará,1508035,Tracuateua,TRACUATEUA,PA
15,Pará,1508050,Trairão,TRAIRAO,PA
15,Pará,1508084,Tucumã,TUCUMA,PA
15,Pará,1508100,Tucuruí,TUCURUI,PA
15,Pará,1508126,Ulianópolis,ULIANOPOLIS,PA
15,Pará,1508159,Uruará,URUARA,PA
15,Pará,1508209,Vigia,VIGIA,PA
15,Pará,1508308,Viseu,VISEU,PA
15,Pará,1508357,Vitória do Xingu,VITORIA DO XINGU,PA
15,Pará,1508407,Xinguara,XINGUARA,PA
16,Amapá,1600105,Amapá,AMAPA,AP
16,Amapá,1600204,Calçoene,CALCOENE,AP
16,Amapá,1600212,Cutias,CUTIAS,AP
16,Amapá,1600238,Ferreira Gomes,FERREIRA GOMES,AP
16,Amapá,1600253,Itaubal,ITAUBAL,AP
16,Amapá,1600279,Laranjal do Jari,LARANJAL DO JARI,AP
16,Amapá,1600303,Macapá,MACAPA,AP
16,Amapá,1600402,Mazagão,MAZAGAO,AP
16,Amapá,1600501,Oiapoque,OIAPOQUE,AP
16,Amapá,1600154,Pedra Branca do Amapari,PEDRA BRANCA DO AMAPARI,AP
16,Amapá,1600535,Porto Grande,PORTO GRANDE,AP
16,Amapá,1600550,Pracuúba,PRACUUBA,AP
16,Amapá,1600600,Santana,SANTANA,AP
16,Amapá,1600055,Serra do Navio,SERRA DO NAVIO,AP
16,Amapá,1600709,Tartarugalzinho,TARTARUGALZINHO,AP
16,Amapá,1600808,Vitória do Jari,VITORIA DO JARI,AP
17,Tocantins,1700251,Abreulândia,ABREULANDIA,TO
17,Tocantins,1700301,Aguiarnópolis,AGUIARNOPOLIS,TO
17,Tocantins,1700350,Aliança do Tocantins,ALIANCA DO TOCANTINS,TO
17,Tocantins,1700400,Almas,ALMAS,TO
17,Tocantins,1700707,Alvorada,ALVORADA,TO
17,Tocantins,1701002,Ananás,ANANAS,TO
17,Tocantins,1701051,Angico,ANGICO,TO
17,Tocantins,1701101,Aparecida do Rio Negro,APARECIDA DO RIO NEGRO,TO
17,Tocantins,1701309,Aragominas,ARAGOMINAS,TO
17,Tocantins,1701903,Araguacema,ARAGUACEMA,TO
17,Tocantins,1702000,Araguaçu,ARAGUACU,TO
17,Tocantins,1702109,Araguaína,ARAGUAINA,TO
17,Tocantins,1702158,Araguanã,ARAGUANA,TO
17,Tocantins,1702208,Araguatins,ARAGUATINS,TO
17,Tocantins,1702307,Arapoema,ARAPOEMA,TO
17,Tocantins,1702406,Arraias,ARRAIAS,TO
17,Tocantins,1702554,Augustinópolis,AUGUSTINOPOLIS,TO
17,Tocantins,1702703,Aurora do Tocantins,AURORA DO TOCANTINS,TO
17,Tocantins,1702901,Axixá do Tocantins,AXIXA DO TOCANTINS,TO
17,Tocantins,1703008,Babaçulândia,BABACULANDIA,TO
17,Tocantins,1703057,Bandeirantes do Tocantins,BANDEIRANTES DO TOCANTINS,TO
17,Tocantins,1703073,Barra do Ouro,BARRA DO OURO,TO
17,Tocantins,1703107,Barrolândia,BARROLANDIA,TO
17,Tocantins,1703206,Bernardo Sayão,BERNARDO SAYAO,TO
17,Tocantins,1703305,Bom Jesus do Tocantins,BOM JESUS DO TOCANTINS,TO
17,Tocantins,1703602,Brasilândia do Tocantins,BRASILANDIA DO TOCANTINS,TO
17,Tocantins,1703701,Brejinho de Nazaré,BREJINHO DE NAZARE,TO
17,Tocantins,1703800,Buriti do Tocantins,BURITI DO TOCANTINS,TO
17,Tocantins,1703826,Cachoeirinha,CACHOEIRINHA,TO
17,Tocantins,1703842,Campos Lindos,CAMPOS LINDOS,TO
17,Tocantins,1703867,Cariri do Tocantins,CARIRI DO TOCANTINS,TO
17,Tocantins,1703883,Carmolândia,CARMOLANDIA,TO
17,Tocantins,1703891,Carrasco Bonito,CARRASCO BONITO,TO
17,Tocantins,1703909,Caseara,CASEARA,TO
17,Tocantins,1704105,Centenário,CENTENARIO,TO
17,Tocantins,1705102,Chapada da Natividade,CHAPADA DA NATIVIDADE,TO
17,Tocantins,1704600,Chapada de Areia,CHAPADA DE AREIA,TO
17,Tocantins,1705508,Colinas do Tocantins,COLINAS DO TOCANTINS,TO
17,Tocantins,1716703,Colméia,COLMEIA,TO
17,Tocantins,1705557,Combinado,COMBINADO,TO
17,Tocantins,1705607,Conceição do Tocantins,CONCEICAO DO TOCANTINS,TO
17,Tocantins,1706001,Couto Magalhães,COUTO MAGALHAES,TO
17,Tocantins,1706100,Cristalândia,CRISTALANDIA,TO
17,Tocantins,1706258,Crixás do Tocantins,CRIXAS DO TOCANTINS,TO
17,Tocantins,1706506,Darcinópolis,DARCINOPOLIS,TO
17,Tocantins,1707009,Dianópolis,DIANOPOLIS,TO
17,Tocantins,1707108,Divinópolis do Tocantins,DIVINOPOLIS DO TOCANTINS,TO
17,Tocantins,1707207,Dois Irmãos do Tocantins,DOIS IRMAOS DO TOCANTINS,TO
17,Tocantins,1707306,Dueré,DUERE,TO
17,Tocantins,1707405,Esperantina,ESPERANTINA,TO
17,Tocantins,1707553,Fátima,FATIMA,TO
17,Tocantins,1707652,Figueirópolis,FIGUEIROPOLIS,TO
17,Tocantins,1707702,Filadélfia,FILADELFIA,TO
17,Tocantins,1708205,Formoso do Araguaia,FORMOSO DO ARAGUAIA,TO
17,Tocantins,1708304,Goianorte,GOIANORTE,TO
17,Tocantins,1709005,Goiatins,GOIATINS,TO
17,Tocantins,1709302,Guaraí,GUARAI,TO
17,Tocantins,1709500,Gurupi,GURUPI,TO
17,Tocantins,1709807,Ipueiras,IPUEIRAS,TO
17,Tocantins,1710508,Itacajá,ITACAJA,TO
17,Tocantins,1710706,Itaguatins,ITAGUATINS,TO
17,Tocantins,1710904,Itapiratins,ITAPIRATINS,TO
17,Tocantins,1711100,Itaporã do Tocantins,ITAPORA DO TOCANTINS,TO
17,Tocantins,1711506,Jaú do Tocantins,JAU DO TOCANTINS,TO
17,Tocantins,1711803,Juarina,JUARINA,TO
17,Tocantins,1711902,Lagoa da Confusão,LAGOA DA CONFUSAO,TO
17,Tocantins,1711951,Lagoa do Tocantins,LAGOA DO TOCANTINS,TO
17,Tocantins,1712009,Lajeado,LAJEADO,TO
17,Tocantins,1712157,Lavandeira,LAVANDEIRA,TO
17,Tocantins,1712405,Lizarda,LIZARDA,TO
17,Tocantins,1712454,Luzinópolis,LUZINOPOLIS,TO
17,Tocantins,1712504,Marianópolis do Tocantins,MARIANOPOLIS DO TOCANTINS,TO
17,Tocantins,1712702,Mateiros,MATEIROS,TO
17,Tocantins,1712801,Maurilândia do Tocantins,MAURILANDIA DO TOCANTINS,TO
17,Tocantins,1713205,Miracema do Tocantins,MIRACEMA DO TOCANTINS,TO
17,Tocantins,1713304,Miranorte,MIRANORTE,TO
17,Tocantins,1713601,Monte do Carmo,MONTE DO CARMO,TO
17,Tocantins,1713700,Monte Santo do Tocantins,MONTE SANTO DO TOCANTINS,TO
17,Tocantins,1713957,Muricilândia,MURICILANDIA,TO
17,Tocantins,1714203,Natividade,NATIVIDADE,TO
17,Tocantins,1714302,Nazaré,NAZARE,TO
17,Tocantins,1714880,Nova Olinda,NOVA OLINDA,TO
17,Tocantins,1715002,Nova Rosalândia,NOVA ROSALANDIA,TO
17,Tocantins,1715101,Novo Acordo,NOVO ACORDO,TO
17,Tocantins,1715150,Novo Alegre,NOVO ALEGRE,TO
17,Tocantins,1715259,Novo Jardim,NOVO JARDIM,TO
17,Tocantins,1715507,Oliveira de Fátima,OLIVEIRA DE FATIMA,TO
17,Tocantins,1721000,Palmas,PALMAS,TO
17,Tocantins,1715705,Palmeirante,PALMEIRANTE,TO
17,Tocantins,1713809,Palmeiras do Tocantins,PALMEIRAS DO TOCANTINS,TO
17,Tocantins,1715754,Palmeirópolis,PALMEIROPOLIS,TO
17,Tocantins,1716109,Paraíso do Tocantins,PARAISO DO TOCANTINS,TO
17,Tocantins,1716208,Paranã,PARANA,TO
17,Tocantins,1716307,Pau D'Arco,PAU DARCO,TO
17,Tocantins,1716505,Pedro Afonso,PEDRO AFONSO,TO
17,Tocantins,1716604,Peixe,PEIXE,TO
17,Tocantins,1716653,Pequizeiro,PEQUIZEIRO,TO
17,Tocantins,1717008,Pindorama do Tocantins,PINDORAMA DO TOCANTINS,TO
17,Tocantins,1717206,Piraquê,PIRAQUE,TO
17,Tocantins,1717503,Pium,PIUM,TO
17,Tocantins,1717800,Ponte Alta do Bom Jesus,PONTE ALTA DO BOM JESUS,TO
17,Tocantins,1717909,Ponte Alta do Tocantins,PONTE ALTA DO TOCANTINS,TO
17,Tocantins,1718006,Porto Alegre do Tocantins,PORTO ALEGRE DO TOCANTINS,TO
17,Tocantins,1718204,Porto Nacional,PORTO NACIONAL,TO
17,Tocantins,1718303,Praia Norte,PRAIA NORTE,TO
17,Tocantins,1718402,Presidente Kennedy,PRESIDENTE KENNEDY,TO
17,Tocantins,1718451,Pugmil,PUGMIL,TO
17,Tocantins,1718501,Recursolândia,RECURSOLANDIA,TO
17,Tocantins,1718550,Riachinho,RIACHINHO,TO
17,Tocantins,1718659,Rio da Conceição,RIO DA CONCEICAO,TO
17,Tocantins,1718709,Rio dos Bois,RIO DOS BOIS,TO
17,Tocantins,1718758,Rio Sono,RIO SONO,TO
17,Tocantins,1718808,Sampaio,SAMPAIO,TO
17,Tocantins,1718840,Sandolândia,SANDOLANDIA,TO
17,Tocantins,1718865,Santa Fé do Araguaia,SANTA FE DO ARAGUAIA,TO
17,Tocantins,1718881,Santa Maria do Tocantins,SANTA MARIA DO TOCANTINS,TO
17,Tocantins,1718899,Santa Rita do Tocantins,SANTA RITA DO TOCANTINS,TO
